ORDERDATE;SALES;CURRENCY;PRODUCT;CUSTOMERNAME;COUNTRY
2019-10-29;2241,86;AUD;Product D;Customer 71;Australia
2019-03-20;390402,13;JPY;Product A;Customer 67;Japan
2019-09-08;3011,81;SGD;Product A;Customer 2;Signapore
2019-09-04;2322,41;EUR;Product A;Customer 40;Germany
2019-04-08;2802,88;EUR;Product A;Customer 4;Germany
2019-10-05;14669,69;DKK;Product A;Customer 5;Denmark
2019-12-29;1980;GBP;Product A;Customer 7;United Kingdom
2019-06-29;2834,83;GBP;Product A;Customer 24;United Kingdom
2019-12-05;5690,18;AUD;Product A;Customer 10;Australia
2019-05-03;20855,63;DKK;Product A;Customer 7;Denmark
2019-02-10;19460,25;DKK;Product A;Customer 12;Denmark
2019-03-21;2229,92;GBP;Product A;Customer 10;United Kingdom
2019-03-05;4691,52;AUD;Product A;Customer 59;Australia
2019-01-20;3985,78;CHF;Product A;Customer 72;Switzerland
2019-10-29;3662,34;AUD;Product A;Customer 16;Australia
2019-04-01;4382,16;USD;Product A;Customer 17;United States
2019-12-13;3650,86;EUR;Product A;Customer 18;Germany
2019-06-17;3648,33;SGD;Product A;Customer 80;Signapore
2019-03-20;534740,43;JPY;Product A;Customer 46;Japan
2019-01-30;2201,62;USD;Product A;Customer 20;United States
2019-07-01;3406,93;GBP;Product A;Customer 24;United Kingdom
2019-07-04;2952,74;EUR;Product A;Customer 51;Germany
2019-01-17;6353,89;CAD;Product A;Customer 15;Canada
2019-06-18;1735,51;GBP;Product A;Customer 40;United Kingdom
2019-11-24;32433,75;DKK;Product A;Customer 23;Denmark
2019-07-26;166579,79;JPY;Product D;Customer 87;Japan
2019-05-20;1953,06;GBP;Product D;Customer 11;United Kingdom
2019-06-23;1168,22;EUR;Product D;Customer 24;Germany
2019-05-03;8903,14;CNY;Product D;Customer 51;China
2019-05-22;87276,6;JPY;Product D;Customer 24;Japan
2019-09-15;15579;DKK;Product D;Customer 6;Denmark
2019-04-25;1568,45;AUD;Product D;Customer 33;Australia
2019-10-19;1633,2;CHF;Product D;Customer 45;Switzerland
2019-05-21;2671,35;AUD;Product D;Customer 11;Australia
2019-11-24;1341,99;CHF;Product D;Customer 58;Switzerland
2019-10-03;198880,85;JPY;Product D;Customer 62;Japan
2019-06-01;197928,72;JPY;Product D;Customer 24;Japan
2019-03-01;183491,49;JPY;Product D;Customer 15;Japan
2019-06-13;182307,45;JPY;Product D;Customer 86;Japan
2019-02-11;133982,98;JPY;Product D;Customer 90;Japan
2019-01-16;218200;JPY;Product D;Customer 48;Japan
2019-02-17;1617,38;USD;Product D;Customer 60;United States
2019-09-02;2452,25;SGD;Product D;Customer 87;Signapore
2019-05-20;215404,26;JPY;Product D;Customer 54;Japan
2019-06-02;3288,4;USD;Product D;Customer 89;United States
2019-02-24;2725,47;USD;Product D;Customer 21;United States
2019-02-13;2985,37;CHF;Product D;Customer 15;Switzerland
2019-12-22;2528,65;GBP;Product D;Customer 22;United Kingdom
2019-12-09;191100;JPY;Product D;Customer 2;Japan
2019-12-02;2788,17;AUD;Product D;Customer 13;Australia
2019-04-14;2668,63;SGD;Product D;Customer 71;Signapore
2019-09-26;3705,24;USD;Product C;Customer 24;United States
2019-05-29;2451,65;EUR;Product C;Customer 28;Germany
2019-05-11;38602,63;DKK;Product C;Customer 75;Denmark
2019-08-14;585153,19;JPY;Product C;Customer 74;Japan
2019-03-13;2981,57;CHF;Product C;Customer 61;Switzerland
2019-12-09;3587,53;GBP;Product C;Customer 27;United Kingdom
2019-08-27;19468,06;DKK;Product C;Customer 71;Denmark
2019-07-19;35344,29;CNY;Product C;Customer 82;China
2019-07-23;7269,25;AUD;Product C;Customer 48;Australia
2019-10-08;3743,32;AUD;Product C;Customer 65;Australia
2019-10-24;24894,06;DKK;Product C;Customer 76;Denmark
2019-05-16;24843,38;DKK;Product C;Customer 73;Denmark
2019-01-16;2928,42;USD;Product C;Customer 24;United States
2019-01-04;2828,31;CHF;Product C;Customer 66;Switzerland
2019-12-08;3345,26;USD;Product C;Customer 40;United States
2019-04-08;3394,27;GBP;Product C;Customer 40;United Kingdom
2019-09-28;7018,51;AUD;Product C;Customer 1;Australia
2019-12-12;4618,32;USD;Product C;Customer 16;United States
2019-10-30;4793,13;AUD;Product C;Customer 79;Australia
2019-08-20;4086,94;GBP;Product C;Customer 18;United Kingdom
2019-08-07;334209,57;JPY;Product C;Customer 63;Japan
2019-03-12;2213,4;USD;Product C;Customer 24;United States
2019-11-27;6800,97;SGD;Product C;Customer 2;Signapore
2019-03-07;16965;DKK;Product C;Customer 40;Denmark
2019-08-26;2430,75;GBP;Product C;Customer 24;United Kingdom
2019-10-27;35581;DKK;Product C;Customer 3;Denmark
2019-11-15;2983,5;EUR;Product C;Customer 24;Germany
2019-01-09;1492,87;GBP;Product C;Customer 15;United Kingdom
2019-09-14;1579,56;CHF;Product G;Customer 24;Switzerland
2019-11-01;1455,51;AUD;Product G;Customer 27;Australia
2019-03-04;2503,56;GBP;Product G;Customer 75;United Kingdom
2019-02-25;222465,96;JPY;Product G;Customer 40;Japan
2019-01-19;189330,85;JPY;Product G;Customer 24;Japan
2019-11-03;3524,5;SGD;Product G;Customer 27;Signapore
2019-02-16;2448,72;USD;Product G;Customer 71;United States
2019-04-11;972,4;USD;Product G;Customer 51;United States
2019-01-19;20401;CNY;Product G;Customer 35;China
2019-11-09;1696,81;EUR;Product G;Customer 31;Germany
2019-06-08;2778,65;CAD;Product G;Customer 76;Canada
2019-07-06;238512,77;JPY;Product G;Customer 73;Japan
2019-09-03;2896,9;CHF;Product G;Customer 74;Switzerland
2019-04-24;15270,38;DKK;Product G;Customer 19;Denmark
2019-12-01;17649;CNY;Product G;Customer 40;China
2019-05-30;2714,72;AUD;Product G;Customer 1;Australia
2019-12-04;2051,56;USD;Product G;Customer 78;United States
2019-09-13;2014,98;EUR;Product G;Customer 79;Germany
2019-07-11;8240,22;SGD;Product G;Customer 18;Signapore
2019-05-16;1808,48;GBP;Product G;Customer 28;United Kingdom
2019-09-02;9015,11;SGD;Product G;Customer 24;Signapore
2019-10-06;11594,64;CNY;Product G;Customer 2;China
2019-10-24;1952,67;SGD;Product G;Customer 36;Signapore
2019-06-12;1797,07;GBP;Product G;Customer 24;United Kingdom
2019-01-20;7738,84;EUR;Product G;Customer 3;Germany
2019-02-17;3256,35;USD;Product G;Customer 14;United States
2019-02-27;20154,71;CNY;Product A;Customer 67;China
2019-11-16;3049,44;CHF;Product A;Customer 2;Switzerland
2019-06-10;4177,95;CAD;Product A;Customer 4;Canada
2019-11-09;236127,66;JPY;Product A;Customer 5;Japan
2019-02-13;24165;DKK;Product A;Customer 43;Denmark
2019-02-03;1547,06;GBP;Product A;Customer 7;United Kingdom
2019-01-23;3758,87;AUD;Product A;Customer 24;Australia
2019-06-16;342765,96;JPY;Product A;Customer 10;Japan
2019-01-24;3864,5;USD;Product A;Customer 7;United States
2019-07-15;8542,5;DKK;Product A;Customer 12;Denmark
2019-11-18;3475,68;USD;Product A;Customer 10;United States
2019-06-20;4206,5;USD;Product A;Customer 59;United States
2019-08-12;1281,36;EUR;Product A;Customer 72;Germany
2019-05-22;3077,88;USD;Product A;Customer 16;United States
2019-04-23;3281,67;CHF;Product A;Customer 17;Switzerland
2019-10-12;264153,19;JPY;Product A;Customer 18;Japan
2019-12-10;3478,05;USD;Product A;Customer 80;United States
2019-12-25;389127,66;JPY;Product A;Customer 46;Japan
2019-05-18;33445,43;CNY;Product A;Customer 20;China
2019-12-11;5546,06;AUD;Product A;Customer 3;Australia
2019-08-26;4296,83;EUR;Product A;Customer 51;Germany
2019-11-18;575176,6;JPY;Product A;Customer 15;Japan
2019-05-25;225376,6;JPY;Product A;Customer 23;Japan
2019-02-04;4024,26;SGD;Product F;Customer 49;Signapore
2019-10-14;1652,37;EUR;Product F;Customer 20;Germany
2019-07-16;1464,57;GBP;Product F;Customer 50;United Kingdom
2019-01-27;16400;DKK;Product F;Customer 40;Denmark
2019-01-23;295830,85;JPY;Product F;Customer 24;Japan
2019-02-05;344640,43;JPY;Product F;Customer 38;Japan
2019-05-14;2464,86;CAD;Product F;Customer 77;Canada
2019-07-09;8100;CNY;Product F;Customer 51;China
2019-03-26;2065,85;SGD;Product F;Customer 54;Signapore
2019-12-01;2627,28;CHF;Product F;Customer 31;Switzerland
2019-02-05;1674,8;EUR;Product F;Customer 56;Germany
2019-12-18;2544,12;USD;Product F;Customer 13;United States
2019-02-14;273217,02;JPY;Product F;Customer 1;Japan
2019-08-15;224255,32;JPY;Product F;Customer 44;Japan
2019-04-13;1080,43;GBP;Product F;Customer 57;United Kingdom
2019-11-02;3051,85;EUR;Product F;Customer 58;Germany
2019-09-22;1958,84;USD;Product F;Customer 59;United States
2019-04-12;2125,98;GBP;Product F;Customer 78;United Kingdom
2019-12-02;2001,57;GBP;Product F;Customer 15;United Kingdom
2019-06-01;16714,29;CNY;Product F;Customer 25;China
2019-12-30;2816,44;USD;Product F;Customer 36;United States
2019-08-05;3265,57;CHF;Product F;Customer 24;Switzerland
2019-02-10;3644,03;GBP;Product F;Customer 61;United Kingdom
2019-02-12;205691,49;JPY;Product F;Customer 40;Japan
2019-05-26;2047,35;GBP;Product F;Customer 40;United Kingdom
2019-07-20;3666,08;SGD;Product F;Customer 59;Signapore
2019-11-29;20706,06;DKK;Product E;Customer 87;Denmark
2019-02-24;5221,45;CAD;Product E;Customer 11;Canada
2019-06-09;1606,34;EUR;Product E;Customer 24;Germany
2019-08-11;3107,06;GBP;Product E;Customer 51;United Kingdom
2019-11-14;4954,08;USD;Product E;Customer 24;United States
2019-07-30;2381,21;EUR;Product E;Customer 6;Germany
2019-05-17;3694,22;CHF;Product E;Customer 33;Switzerland
2019-10-04;1649,55;USD;Product E;Customer 45;United States
2019-12-01;3520,49;SGD;Product E;Customer 11;Signapore
2019-07-30;3634,15;AUD;Product E;Customer 58;Australia
2019-07-06;3988,08;AUD;Product E;Customer 62;Australia
2019-01-15;3112,22;CHF;Product E;Customer 24;Switzerland
2019-12-07;2255,37;GBP;Product E;Customer 15;United Kingdom
2019-03-14;1719,72;EUR;Product E;Customer 86;Germany
2019-06-04;457085,11;JPY;Product E;Customer 90;Japan
2019-12-22;2060,14;CHF;Product E;Customer 48;Switzerland
2019-08-09;2588,09;CHF;Product E;Customer 60;Switzerland
2019-09-03;2557,5;CHF;Product E;Customer 87;Switzerland
2019-03-08;3691,67;SGD;Product E;Customer 54;Signapore
2019-11-27;4670,25;CHF;Product E;Customer 89;Switzerland
2019-03-30;1705,35;AUD;Product E;Customer 21;Australia
2019-01-22;4207,21;SGD;Product E;Customer 15;Signapore
2019-10-04;62916,25;DKK;Product E;Customer 22;Denmark
2019-09-30;29438,79;CNY;Product E;Customer 2;China
2019-12-23;893,94;GBP;Product E;Customer 13;United Kingdom
2019-06-21;1945,2;CHF;Product E;Customer 71;Switzerland
2019-09-14;1753,75;EUR;Product F;Customer 49;Germany
2019-07-11;21627,43;CNY;Product F;Customer 27;China
2019-04-05;2874,07;CHF;Product F;Customer 24;Switzerland
2019-02-04;384301,06;JPY;Product F;Customer 40;Japan
2019-04-16;3819,55;AUD;Product F;Customer 24;Australia
2019-01-08;4072,93;CAD;Product F;Customer 22;Canada
2019-12-13;3857,1;AUD;Product F;Customer 77;Australia
2019-04-21;3827,03;CAD;Product F;Customer 51;Canada
2019-05-19;4068,97;EUR;Product F;Customer 35;Germany
2019-07-24;4538,03;AUD;Product F;Customer 31;Australia
2019-01-01;237340,43;JPY;Product F;Customer 57;Japan
2019-05-09;14355,25;DKK;Product F;Customer 60;Denmark
2019-10-09;4157,2;USD;Product F;Customer 1;United States
2019-11-14;2146,2;USD;Product F;Customer 57;United States
2019-05-28;23276,44;DKK;Product F;Customer 40;Denmark
2019-05-15;2817,31;CAD;Product F;Customer 37;Canada
2019-12-27;4714,57;CAD;Product F;Customer 78;Canada
2019-09-14;1623,2;CHF;Product F;Customer 79;Switzerland
2019-10-06;2731,65;GBP;Product F;Customer 49;United Kingdom
2019-04-17;1992,76;GBP;Product F;Customer 28;United Kingdom
2019-08-12;2707,7;CHF;Product F;Customer 24;Switzerland
2019-02-17;6333,52;AUD;Product F;Customer 36;Australia
2019-11-17;5923,56;CHF;Product F;Customer 5;Switzerland
2019-03-18;274212,77;JPY;Product F;Customer 52;Japan
2019-11-12;25240,14;CNY;Product F;Customer 59;China
2019-04-03;19858,13;DKK;Product F;Customer 87;Denmark
2019-12-08;2527,83;CHF;Product F;Customer 20;Switzerland
2019-04-07;1891,78;USD;Product F;Customer 89;United States
2019-11-07;277923,4;JPY;Product F;Customer 51;Japan
2019-02-25;2522,21;EUR;Product F;Customer 17;Germany
2019-11-14;2722,24;CHF;Product F;Customer 38;Switzerland
2019-01-11;2839;EUR;Product F;Customer 52;Germany
2019-06-17;3229,3;CAD;Product F;Customer 53;Canada
2019-01-11;15517,71;CNY;Product F;Customer 54;China
2019-02-17;3955,99;CAD;Product F;Customer 55;Canada
2019-10-14;2094,13;GBP;Product F;Customer 56;United Kingdom
2019-08-16;3022,05;GBP;Product F;Customer 34;United Kingdom
2019-08-19;29586,86;CNY;Product F;Customer 24;China
2019-02-08;2011,56;CHF;Product F;Customer 42;Switzerland
2019-10-23;2651,83;AUD;Product F;Customer 58;Australia
2019-08-06;4830,36;SGD;Product F;Customer 90;Signapore
2019-08-29;2617,2;GBP;Product F;Customer 30;United Kingdom
2019-08-08;3885;CHF;Product F;Customer 60;Switzerland
2019-07-18;3848,69;CHF;Product F;Customer 87;Switzerland
2019-12-23;5519,37;AUD;Product F;Customer 36;Australia
2019-09-08;3313,62;AUD;Product F;Customer 92;Australia
2019-10-04;1534,31;AUD;Product F;Customer 21;Australia
2019-06-10;19293,71;CNY;Product F;Customer 61;China
2019-01-07;2302,81;CHF;Product F;Customer 24;Switzerland
2019-01-15;3078,99;GBP;Product F;Customer 2;United Kingdom
2019-03-15;3481,72;EUR;Product F;Customer 62;Germany
2019-01-10;2842,96;CHF;Product F;Customer 88;Switzerland
2019-08-29;2963,35;GBP;Product E;Customer 87;United Kingdom
2019-12-06;2228,28;EUR;Product E;Customer 11;Germany
2019-01-04;27672,5;DKK;Product E;Customer 89;Denmark
2019-08-28;1855,19;EUR;Product E;Customer 51;Germany
2019-07-08;2701,88;GBP;Product E;Customer 6;United Kingdom
2019-02-13;13789,29;CNY;Product E;Customer 52;China
2019-06-10;4116;EUR;Product E;Customer 67;Germany
2019-10-14;3503,68;CAD;Product E;Customer 45;Canada
2019-11-10;4509,38;SGD;Product E;Customer 56;Signapore
2019-08-28;3372,5;USD;Product E;Customer 58;United States
2019-11-19;24432,19;DKK;Product E;Customer 62;Denmark
2019-07-18;18717,19;DKK;Product E;Customer 24;Denmark
2019-09-26;475800;JPY;Product E;Customer 15;Japan
2019-06-28;4237,92;CHF;Product E;Customer 86;Switzerland
2019-12-08;3438,08;AUD;Product E;Customer 90;Australia
2019-02-10;2876,16;CHF;Product E;Customer 48;Switzerland
2019-04-24;2706,41;USD;Product E;Customer 60;United States
2019-06-21;3466,84;EUR;Product E;Customer 87;Germany
2019-09-01;4160,56;EUR;Product E;Customer 54;Germany
2019-05-24;4935,28;USD;Product E;Customer 92;United States
2019-02-27;19676,43;CNY;Product E;Customer 21;China
2019-07-30;5431,99;AUD;Product E;Customer 15;Australia
2019-09-23;2872,3;CHF;Product E;Customer 24;Switzerland
2019-09-20;2651;SGD;Product E;Customer 2;Signapore
2019-10-15;47148,44;DKK;Product E;Customer 13;Denmark
2019-04-06;3460,82;AUD;Product E;Customer 71;Australia
2019-10-21;2831,76;SGD;Product F;Customer 49;Signapore
2019-01-21;265878,72;JPY;Product F;Customer 20;Japan
2019-03-15;23987,81;DKK;Product F;Customer 50;Denmark
2019-04-22;2081,88;GBP;Product F;Customer 51;United Kingdom
2019-12-10;2315,88;USD;Product F;Customer 81;United States
2019-04-23;2780,22;EUR;Product F;Customer 38;Germany
2019-07-01;1930,58;GBP;Product F;Customer 77;United Kingdom
2019-12-29;3176,03;AUD;Product F;Customer 51;Australia
2019-04-05;3396,12;EUR;Product F;Customer 54;Germany
2019-10-10;21404,38;DKK;Product F;Customer 31;Denmark
2019-10-01;2914,2;USD;Product F;Customer 56;United States
2019-05-04;14935;DKK;Product F;Customer 13;Denmark
2019-03-24;3420,39;AUD;Product F;Customer 1;Australia
2019-05-06;4083,08;CAD;Product F;Customer 44;Canada
2019-02-09;2250,62;EUR;Product F;Customer 57;Germany
2019-08-24;22079,93;CNY;Product F;Customer 58;China
2019-06-02;3628,45;AUD;Product F;Customer 59;Australia
2019-05-22;2545,13;GBP;Product F;Customer 78;United Kingdom
2019-02-02;4963,33;SGD;Product F;Customer 60;Signapore
2019-08-30;1592,53;GBP;Product F;Customer 49;United Kingdom
2019-12-17;3717,5;USD;Product F;Customer 36;United States
2019-01-03;1720,59;GBP;Product F;Customer 24;United Kingdom
2019-09-15;2883,53;USD;Product F;Customer 61;United States
2019-07-13;533784,04;JPY;Product F;Customer 24;Japan
2019-07-18;9143,75;DKK;Product F;Customer 52;Denmark
2019-12-05;3179,18;CAD;Product F;Customer 59;Canada
2019-05-09;3845,53;EUR;Product B;Customer 18;Germany
2019-02-01;6608,58;SGD;Product B;Customer 63;Signapore
2019-10-03;6474,93;AUD;Product B;Customer 26;Australia
2019-01-04;437744,68;JPY;Product B;Customer 6;Japan
2019-09-19;15028,57;CNY;Product B;Customer 27;China
2019-04-23;339922,34;JPY;Product B;Customer 64;Japan
2019-06-06;3343,67;CHF;Product B;Customer 50;Switzerland
2019-02-20;2703,74;CAD;Product B;Customer 30;Canada
2019-01-27;16530,43;CNY;Product B;Customer 31;China
2019-12-13;3048,73;GBP;Product B;Customer 32;United Kingdom
2019-09-09;2728;USD;Product B;Customer 66;United States
2019-05-14;7907,04;AUD;Product B;Customer 40;Australia
2019-12-19;4628,8;USD;Product B;Customer 35;United States
2019-06-06;3641,4;USD;Product B;Customer 36;United States
2019-07-29;5701,41;AUD;Product B;Customer 21;Australia
2019-07-14;2001,26;EUR;Product B;Customer 19;Germany
2019-08-18;346485,11;JPY;Product B;Customer 38;Japan
2019-10-28;3627,59;EUR;Product B;Customer 39;Germany
2019-05-18;2753,61;CHF;Product B;Customer 32;Switzerland
2019-10-17;26551,88;DKK;Product B;Customer 12;Denmark
2019-09-29;13276,11;SGD;Product B;Customer 63;Signapore
2019-05-15;281974,47;JPY;Product B;Customer 26;Japan
2019-08-07;2961,71;GBP;Product B;Customer 24;United Kingdom
2019-08-03;5974,08;SGD;Product B;Customer 40;Signapore
2019-03-26;13318,29;CNY;Product B;Customer 40;China
2019-12-14;3311,85;CHF;Product B;Customer 44;Switzerland
2019-11-01;5030,16;CAD;Product B;Customer 24;Canada
2019-05-13;28475,43;CNY;Product E;Customer 87;China
2019-01-26;4812,85;AUD;Product E;Customer 11;Australia
2019-01-05;3636,61;CAD;Product E;Customer 24;Canada
2019-01-05;3876,9;AUD;Product E;Customer 4;Australia
2019-07-27;28298,25;DKK;Product E;Customer 6;Denmark
2019-06-21;420962,77;JPY;Product E;Customer 8;Japan
2019-11-05;3808,11;CAD;Product E;Customer 45;Canada
2019-06-08;2519,57;GBP;Product E;Customer 11;United Kingdom
2019-05-08;3337,15;SGD;Product E;Customer 58;Signapore
2019-01-21;5220,45;EUR;Product E;Customer 62;Germany
2019-10-17;39036,86;CNY;Product E;Customer 14;China
2019-04-09;39867;DKK;Product E;Customer 15;Denmark
2019-05-27;573702,13;JPY;Product E;Customer 16;Japan
2019-11-18;5614,79;AUD;Product E;Customer 76;Australia
2019-08-16;5417,88;CAD;Product E;Customer 48;Canada
2019-01-10;9887,5;SGD;Product E;Customer 19;Signapore
2019-09-12;3770,56;CHF;Product E;Customer 87;Switzerland
2019-11-26;4094,51;USD;Product E;Customer 54;United States
2019-05-05;4651,27;AUD;Product E;Customer 89;Australia
2019-09-22;22760,57;CNY;Product E;Customer 21;China
2019-02-02;2349,65;AUD;Product E;Customer 15;Australia
2019-05-25;5633,46;GBP;Product E;Customer 22;United Kingdom
2019-05-25;20077,36;CNY;Product E;Customer 2;China
2019-09-22;2803,21;SGD;Product E;Customer 13;Signapore
2019-06-01;4443,17;GBP;Product E;Customer 71;United Kingdom
2019-10-21;20460;DKK;Product E;Customer 87;Denmark
2019-05-29;4602,82;AUD;Product E;Customer 11;Australia
2019-09-09;2488,89;CHF;Product E;Customer 51;Switzerland
2019-03-24;5020,54;CAD;Product E;Customer 17;Canada
2019-11-22;6400;SGD;Product E;Customer 6;Signapore
2019-09-06;2699,31;EUR;Product E;Customer 33;Germany
2019-11-03;284936,17;JPY;Product E;Customer 45;Japan
2019-08-05;2361,08;CAD;Product E;Customer 11;Canada
2019-12-07;2944;USD;Product E;Customer 58;United States
2019-06-18;2956,8;USD;Product E;Customer 62;United States
2019-11-18;2052;USD;Product E;Customer 24;United States
2019-12-04;2930,37;CHF;Product E;Customer 15;Switzerland
2019-11-20;2450,7;AUD;Product E;Customer 86;Australia
2019-03-06;1777,6;USD;Product E;Customer 90;United States
2019-11-12;13080;CNY;Product E;Customer 48;China
2019-09-17;5083,94;AUD;Product E;Customer 60;Australia
2019-09-11;15085,71;CNY;Product E;Customer 87;China
2019-05-28;3141,48;EUR;Product E;Customer 20;Germany
2019-09-04;4761,96;CAD;Product E;Customer 89;Canada
2019-10-21;4312;EUR;Product E;Customer 21;Germany
2019-11-20;7038,81;CAD;Product E;Customer 15;Canada
2019-07-01;4251,94;AUD;Product E;Customer 24;Australia
2019-02-20;1640;EUR;Product E;Customer 2;Germany
2019-08-16;5577,95;GBP;Product E;Customer 13;United Kingdom
2019-03-15;3640;SGD;Product E;Customer 71;Signapore
2019-04-28;336644,68;JPY;Product F;Customer 49;Japan
2019-02-27;5701,62;CAD;Product F;Customer 54;Canada
2019-05-05;5317,08;SGD;Product F;Customer 50;Signapore
2019-02-23;2334,99;USD;Product F;Customer 40;United States
2019-08-11;6207,75;AUD;Product F;Customer 24;Australia
2019-06-25;3906,67;SGD;Product F;Customer 38;Signapore
2019-10-29;4055,04;USD;Product F;Customer 77;United States
2019-04-20;3891,66;USD;Product F;Customer 51;United States
2019-08-08;3456;SGD;Product F;Customer 54;Signapore
2019-08-29;31767,14;CNY;Product F;Customer 31;China
2019-02-01;5815,58;SGD;Product F;Customer 56;Signapore
2019-06-18;491029,79;JPY;Product F;Customer 60;Japan
2019-02-25;4570,99;AUD;Product F;Customer 1;Australia
2019-10-17;3103,87;AUD;Product F;Customer 44;Australia
2019-01-27;24614,29;CNY;Product F;Customer 57;China
2019-09-10;12120,63;DKK;Product F;Customer 58;Denmark
2019-01-25;21711,13;DKK;Product F;Customer 59;Denmark
2019-01-15;2884,8;USD;Product F;Customer 78;United States
2019-05-22;2670,65;USD;Product F;Customer 15;United States
2019-06-24;3185,19;CHF;Product F;Customer 49;Switzerland
2019-12-25;294763,83;JPY;Product F;Customer 28;Japan
2019-05-04;1887,83;GBP;Product F;Customer 24;United Kingdom
2019-07-20;3275,56;USD;Product F;Customer 61;United States
2019-10-05;3572,07;EUR;Product F;Customer 24;Germany
2019-02-10;7212;SGD;Product F;Customer 52;Signapore
2019-03-16;2385,07;GBP;Product F;Customer 59;United Kingdom
2019-02-08;3454,3;CAD;Product F;Customer 49;Canada
2019-05-25;23461,88;DKK;Product F;Customer 27;Denmark
2019-07-04;2208,88;EUR;Product F;Customer 50;Germany
2019-03-28;2797,91;EUR;Product F;Customer 40;Germany
2019-07-30;2204,6;USD;Product F;Customer 24;United States
2019-12-01;319468,09;JPY;Product F;Customer 38;Japan
2019-02-07;3414,16;CAD;Product F;Customer 77;Canada
2019-06-04;2461,83;AUD;Product F;Customer 51;Australia
2019-10-15;4601,76;AUD;Product F;Customer 54;Australia
2019-04-06;17615,81;DKK;Product F;Customer 31;Denmark
2019-07-03;4007,01;SGD;Product F;Customer 60;Signapore
2019-12-21;4454,86;AUD;Product F;Customer 1;Australia
2019-12-08;5502,03;CAD;Product F;Customer 44;Canada
2019-01-11;4182,34;AUD;Product F;Customer 57;Australia
2019-04-19;361323,4;JPY;Product F;Customer 58;Japan
2019-02-25;4345;CHF;Product F;Customer 72;Switzerland
2019-07-08;4951,69;AUD;Product F;Customer 78;Australia
2019-01-20;4695,4;SGD;Product F;Customer 15;Signapore
2019-01-12;20028,56;DKK;Product F;Customer 49;Denmark
2019-10-07;2231,07;EUR;Product F;Customer 28;Germany
2019-05-18;303696,81;JPY;Product F;Customer 24;Japan
2019-04-14;25160;DKK;Product F;Customer 61;Denmark
2019-07-06;2864,4;USD;Product F;Customer 24;United States
2019-03-23;403161,7;JPY;Product F;Customer 52;Japan
2019-01-09;17428,5;CNY;Product F;Customer 59;China
2019-06-12;2322,14;GBP;Product E;Customer 87;United Kingdom
2019-12-02;1539,72;USD;Product E;Customer 20;United States
2019-06-15;13833,63;DKK;Product E;Customer 89;Denmark
2019-06-09;2703,31;CHF;Product E;Customer 51;Switzerland
2019-05-08;5105,78;CAD;Product E;Customer 17;Canada
2019-01-19;2787,49;EUR;Product E;Customer 6;Germany
2019-04-11;365026,6;JPY;Product E;Customer 52;Japan
2019-10-22;18191,43;CNY;Product E;Customer 67;China
2019-02-08;4160,37;AUD;Product E;Customer 45;Australia
2019-08-20;4483,51;AUD;Product E;Customer 56;Australia
2019-06-20;1942,28;GBP;Product E;Customer 58;United Kingdom
2019-03-22;2363,22;USD;Product E;Customer 62;United States
2019-08-21;15546,56;DKK;Product E;Customer 24;Denmark
2019-10-27;2249,05;USD;Product E;Customer 15;United States
2019-07-02;14722,29;CNY;Product E;Customer 86;China
2019-06-27;5654,36;SGD;Product E;Customer 90;Signapore
2019-08-04;2656,29;USD;Product E;Customer 48;United States
2019-07-25;2533,67;CHF;Product E;Customer 60;Switzerland
2019-03-05;2887,01;EUR;Product E;Customer 87;Germany
2019-05-11;2893;USD;Product E;Customer 36;United States
2019-04-01;10382,63;DKK;Product E;Customer 92;Denmark
2019-06-10;6024,44;AUD;Product E;Customer 21;Australia
2019-02-03;15643,13;DKK;Product E;Customer 61;Denmark
2019-02-15;5280;SGD;Product E;Customer 24;Signapore
2019-05-05;19656;DKK;Product E;Customer 2;Denmark
2019-06-22;1880,93;CHF;Product E;Customer 13;Switzerland
2019-04-27;2476,08;CHF;Product E;Customer 71;Switzerland
2019-03-09;3414,49;CAD;Product E;Customer 87;Canada
2019-06-28;1873,28;SGD;Product E;Customer 20;Signapore
2019-07-06;755,09;EUR;Product E;Customer 89;Germany
2019-06-01;1615,56;EUR;Product E;Customer 51;Germany
2019-05-04;2321,44;SGD;Product E;Customer 17;Signapore
2019-07-09;177489,36;JPY;Product E;Customer 38;Japan
2019-08-26;3241,9;AUD;Product E;Customer 52;Australia
2019-08-16;2027,67;SGD;Product E;Customer 53;Signapore
2019-07-03;952,43;GBP;Product E;Customer 54;United Kingdom
2019-04-10;15322,29;CNY;Product E;Customer 55;China
2019-06-03;8852,44;DKK;Product E;Customer 56;Denmark
2019-05-30;1843,52;USD;Product E;Customer 34;United States
2019-04-29;1620,69;CAD;Product E;Customer 24;Canada
2019-05-09;1476,54;GBP;Product E;Customer 42;United Kingdom
2019-03-22;2477,23;USD;Product E;Customer 58;United States
2019-12-19;5931,19;DKK;Product E;Customer 90;Denmark
2019-08-03;2532,53;SGD;Product E;Customer 30;Signapore
2019-03-25;158063,83;JPY;Product E;Customer 60;Japan
2019-01-10;3509;CHF;Product E;Customer 1;Switzerland
2019-02-03;1776,18;EUR;Product E;Customer 36;Germany
2019-09-14;274400;JPY;Product E;Customer 92;Japan
2019-09-26;1887,59;EUR;Product E;Customer 21;Germany
2019-09-11;2255,9;SGD;Product E;Customer 61;Signapore
